Category,Level1,Level2,Level3,Level4,Federal,,GovXFer,State,Local,Total,goodsnum
#NAME?,Welfare,Housing,Housing assistance (604),Projectbased Rental Assistance,0.26,b,,,,0.26,557
#NAME?,Welfare,Housing,Housing assistance (604),Projectbased Rental Assistance,9.22,b,,,,9.22,558
#NAME?,Welfare,Housing,Housing assistance (604),Public Housing Capital Fund,2.371,b,,,,2.371,559
#NAME?,Welfare,Housing,Housing assistance (604),Native American Housing Block Grant,0.653,b,,,,0.653,560
#NAME?,Welfare,Housing,Housing assistance (604),Housing Certificate Fund,0.808,b,,,,0.808,561
#NAME?,Welfare,Housing,Housing assistance (604),Selfhelp Homeownership Opportunity Program,0.076,b,,,,0.076,562
#NAME?,Welfare,Housing,Housing assistance (604),Homeless Assistance Grants,0.707,b,,,,0.707,563
#NAME?,Welfare,Housing,Housing assistance (604),Homeless Assistance Grants,1.204,b,,,,1.204,564
#NAME?,Welfare,Housing,Housing assistance (604),Home Investment Partnership Program,1.611,b,,,,1.611,565
#NAME?,Welfare,Housing,Housing assistance (604),Housing Opportunities for Persons with AIDS,0.331,b,,,,0.331,566
#NAME?,Welfare,Housing,Housing assistance (604),Other Assisted Housing Programs,0.367,b,,,,0.367,567
#NAME?,Welfare,Housing,Housing assistance (604),Housing for Persons with Disabilities,0.251,b,,,,0.251,568
#NAME?,Welfare,Housing,Housing assistance (604),Housing for the Elderly,1.005,b,,,,1.005,569
#NAME?,Welfare,Housing,Housing assistance (604),Affordable Housing Program,0.198,b,,,,0.198,570
#NAME?,Welfare,Housing,Housing assistance (604),Rental Assistance Program,0.953,b,,,,0.953,571
#NAME?,Welfare,Housing,Federal Intergovernmental  Housing and Community Development (B50),,0,g,-48.9,0,0,-48.9,572
#NAME?,Welfare,Housing,Current Operations  Housing and Community Development (E50),,0,g,0,11.4,41.9,53.3,573
#NAME?,Welfare,Housing,Construction  Housing and Community Development (F50),,0,g,0,0,5.2,5.2,574
#NAME?,Welfare,Housing,Other Capital Outlay  Housing and Community Development (G50),,0,g,0,0.1,1.2,1.3,575
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Earned Income Credit Exceeds Liability for Tax,52.615,b,,,,52.615,576
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Child Tax Credit Exceeds Liability for Tax,23.045,b,,,,23.045,577
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Alternative Minimum Tax Credit Exceeds Liability for Tax,0.075,b,,,,0.075,578
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Adoption Credit Exceeds Liability for Tax,0.355,b,,,,0.355,579
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Receipts from SSI Administrative Fee,-0.139,b,,,,-0.139,580
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Recovery of Beneficiary Overpayments from SSI Program,-3.202,b,,,,-3.202,581
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Supplemental Security Income Program,3.915,b,,,,3.915,582
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Supplemental Security Income Program,54.36,b,,,,54.36,583
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),"State Supplemental Fees, SSI",-0.17,b,,,,-0.17,584
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),State Supplemental Fees,0.157,b,,,,0.157,585
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Federal Share of Child Support Collections,-1.045,b,,,,-1.045,586
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Payments to States for Child Support Enforcement and Family Support Programs,3.873,b,,,,3.873,587
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Low Income Home Energy Assistance,3.338,b,,,,3.338,588
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Refugee and Entrant Assistance,0.722,b,,,,0.722,589
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Refugee and Entrant Assistance,0.108,b,,,,0.108,590
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Payments to States for the Child Care and Development Block Grant,2.452,b,,,,2.452,591
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Contingency Fund,0.393,b,,,,0.393,592
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Payments for Foster Care and Permanency,7.17,b,,,,7.17,593
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Child Care Entitlement to States,3.286,b,,,,3.286,594
#NAME?,Welfare,Social exclusion n.e.c.,Other income security (609),Temporary Assistance for Needy Families,17.306,b,,,,17.306,595
---Children's Research and Technical Assistance,Welfare,Social exclusion n.e.c.,Other income security (609),Children's Research and Technical Assistance,0.068,b,,,,0.068,596
#NAME?,Welfare,Social exclusion n.e.c.,"Current Operations  Public Welfare, Vendor Payments for Other Purposes (E75)",,0,g,0,12.1,1.5,13.5,597
#NAME?,Welfare,Social exclusion n.e.c.,Current Operations  Public Welfare Institutions (E77),,0,g,0,1.9,4.5,6.4,598
#NAME?,Welfare,Social exclusion n.e.c.,Current Operations  Public Welfare  Other (E79),,0,g,0,39.6,31.9,71.5,599
#NAME?,Welfare,Social exclusion n.e.c.,"Construction  Public Welfare, Vendor Payments for Other Purposes (F75)",,0,,0,0,0,0,600
#NAME?,Welfare,Social exclusion n.e.c.,Construction  Public Welfare Institutions (F77),,0,g,0,0,0,0,601
#NAME?,Welfare,Social exclusion n.e.c.,Construction  Public Welfare  Other (F79),,0,g,0,0.2,0.1,0.3,602
#NAME?,Welfare,Social exclusion n.e.c.,"Other Capital Outlay  Public Welfare, Vendor Payments for Other Purposes (G75)",,0,,0,0,0,0,603
#NAME?,Welfare,Social exclusion n.e.c.,Other Capital Outlay  Public Welfare Institutions (G77),,0,g,0,0,0.1,0.1,604
#NAME?,Welfare,Social exclusion n.e.c.,Other Capital Outlay  Public Welfare  Other (G79),,0,g,0,0.3,0.2,0.5,605
-R&D Social protection,Welfare,R&D Social protection,,,0,,0,0,0,0,606
#NAME?,Welfare,Social protection n.e.c.,Other In Trust  Benefit Payment (Y53),,0,g,0,7.2,0,7.2,607
#NAME?,Welfare,Social protection n.e.c.,Other In Trust  Other Payments (Y54),,0,,0,0,0,0,608
#NAME?,Protection,Police services,Federal law enforcement activities (751),"Diversion Control Fee Account, DEA",-0.335,b,,,,-0.335,609
#NAME?,Protection,Police services,Federal law enforcement activities (751),Salaries and Expenses,3.452,b,,,,3.452,610
#NAME?,Protection,Police services,Federal law enforcement activities (751),Construction,0.101,b,,,,0.101,611
#NAME?,Protection,Police services,Federal law enforcement activities (751),Salaries and Expenses,1.937,b,,,,1.937,612
#NAME?,Protection,Police services,Federal law enforcement activities (751),Diversion Control Fee Account,0.312,b,,,,0.312,613
#NAME?,Protection,Police services,Federal law enforcement activities (751),Salaries and Expenses,1.196,b,,,,1.196,614
#NAME?,Protection,Police services,Federal law enforcement activities (751),Salaries and Expenses,0.128,b,,,,0.128,615
#NAME?,Protection,Police services,Federal law enforcement activities (751),Tactical Law Enforcement Wireless Communications,0.105,b,,,,0.105,616
#NAME?,Protection,Police services,Federal law enforcement activities (751),Justice Information Sharing Technology,0.064,b,,,,0.064,617
#NAME?,Protection,Police services,Federal law enforcement activities (751),Office of Inspector General,0.086,b,,,,0.086,618
#NAME?,Protection,Police services,Federal law enforcement activities (751),Administrative Review and Appeals,0.331,b,,,,0.331,619
#NAME?,Protection,Police services,Federal law enforcement activities (751),Interagency Crime and Drug Enforcement,0.527,b,,,,0.527,620
#NAME?,Protection,Police services,Federal law enforcement activities (751),Salaries and Expenses,0.09,b,,,,0.09,621
#NAME?,Protection,Police services,Federal law enforcement activities (751),Enforcement,0.715,b,,,,0.715,622
#NAME?,Protection,Police services,Federal law enforcement activities (751),Salaries and Expenses,0.105,b,,,,0.105,623
#NAME?,Protection,Police services,Federal law enforcement activities (751),Treasury Forfeiture Fund,0.2,b,,,,0.2,624
#NAME?,Protection,Police services,Federal law enforcement activities (751),Treasury Forfeiture Fund,0.355,b,,,,0.355,625
#NAME?,Protection,Police services,Federal law enforcement activities (751),Office of the Inspector General,0.06,b,,,,0.06,626
#NAME?,Protection,Police services,Federal law enforcement activities (751),Office for Civil Rights,0.103,b,,,,0.103,627
#NAME?,Protection,Police services,Federal law enforcement activities (751),Immigration User Fee,-0.686,b,,,,-0.686,628
#NAME?,Protection,Police services,Federal law enforcement activities (751),Immigration Examination Fee,-2.815,b,,,,-2.815,629
---H-1B Nonimmigrant Petitioner Account,Protection,Police services,Federal law enforcement activities (751),H1B Nonimmigrant Petitioner Account,-0.251,b,,,,-0.251,630
#NAME?,Protection,Police services,Federal law enforcement activities (751),Breached Bond/detention Fund,-0.075,b,,,,-0.075,631
#NAME?,Protection,Police services,Federal law enforcement activities (751),Student and Exchange Visitor Fee,-0.12,b,,,,-0.12,632
---H-1B and L Fraud Prevention and Detection Account,Protection,Police services,Federal law enforcement activities (751),H1B and L Fraud Prevention and Detection Account,-0.105,b,,,,-0.105,633
#NAME?,Protection,Police services,Federal law enforcement activities (751),"US Customs User Fees Account, Conveyance/Passenger/Other",-0.529,b,,,,-0.529,634
#NAME?,Protection,Police services,Federal law enforcement activities (751),"US Customs User Fees Account, Merchandise Processing",-1.624,b,,,,-1.624,635
#NAME?,Protection,Police services,Federal law enforcement activities (751),Departmental Operations,0.536,b,,,,0.536,636
#NAME?,Protection,Police services,Federal law enforcement activities (751),Office of the Chief Information Officer,0.317,b,,,,0.317,637
#NAME?,Protection,Police services,Federal law enforcement activities (751),Analysis and Operations,0.328,b,,,,0.328,638
#NAME?,Protection,Police services,Federal law enforcement activities (751),Operating Expenses,0.147,b,,,,0.147,639
#NAME?,Protection,Police services,Federal law enforcement activities (751),Citizenship and Immigration Services,0.118,b,,,,0.118,640
#NAME?,Protection,Police services,Federal law enforcement activities (751),Citizenship and Immigration Services,3.059,b,,,,3.059,641
#NAME?,Protection,Police services,Federal law enforcement activities (751),Operating Expenses,1.567,b,,,,1.567,642
#NAME?,Protection,Police services,Federal law enforcement activities (751),"Contribution for Annuity Benefits, United States Secret Service",0.25,b,,,,0.25,643
#NAME?,Protection,Police services,Federal law enforcement activities (751),Salaries and expenses,0.231,b,,,,0.231,644
#NAME?,Protection,Police services,Federal law enforcement activities (751),Immigration and Customs Enforcement,5.388,b,,,,5.388,645
#NAME?,Protection,Police services,Federal law enforcement activities (751),Immigration and Customs Enforcement,0.312,b,,,,0.312,646
#NAME?,Protection,Police services,Federal law enforcement activities (751),Customs and Border Protection,9.848,b,,,,9.848,647
#NAME?,Protection,Police services,Federal law enforcement activities (751),Customs and Border Protection,1.462,b,,,,1.462,648
#NAME?,Protection,Police services,Federal law enforcement activities (751),"Automation Modernization, Customs and Border Protection",0.309,b,,,,0.309,649
#NAME?,Protection,Police services,Federal law enforcement activities (751),"Construction, Customs and Border Protection",0.383,b,,,,0.383,650
#NAME?,Protection,Police services,Federal law enforcement activities (751),"Border Security Fencing, Infrastructure, and Technology",0.402,b,,,,0.402,651
#NAME?,Protection,Police services,Federal law enforcement activities (751),"Air and Marine Interdiction, Operations, Maintenance, and Procurement",0.607,b,,,,0.607,652
#NAME?,Protection,Police services,Federal law enforcement activities (751),Electronic System for Travel Authorization,0.055,b,,,,0.055,653
#NAME?,Protection,Police services,Federal law enforcement activities (751),United States Visitor and Immigrant Status Indicator Technology,0.255,b,,,,0.255,654
#NAME?,Protection,Police services,Federal law enforcement activities (751),"Research, Development, Acquisitions and Operations",0.785,b,,,,0.785,655
#NAME?,Protection,Police services,Federal law enforcement activities (751),"Research, Development, and Operations",0.291,b,,,,0.291,656
#NAME?,Protection,Police services,Federal law enforcement activities (751),Fair Housing Activities,0.073,b,,,,0.073,657
#NAME?,Protection,Police services,Federal law enforcement activities (751),Fair Housing and Equal Opportunity Personnel Compensation and Benefits,0.074,b,,,,0.074,658
#NAME?,Protection,Police services,Federal law enforcement activities (751),Salaries and Expenses,0.342,b,,,,0.342,659
#NAME?,Protection,Police services,Current Operations  Police Protection (E62),,0,g,0,12.9,86.8,99.7,660
#NAME?,Protection,Police services,Construction  Police Protection (F62),,0,g,0,0.2,1.5,1.6,661
#NAME?,Protection,Police services,Other Capital Outlay  Police Protection (G62),,0,g,0,0.7,2.4,3.2,662
#NAME?,Protection,Fireprotection services,Current Operations  Local Fire Protection (E24),,0,g,0,0,40.1,40.1,663
#NAME?,Protection,Fireprotection services,Construction  Local Fire Protection (F24),,0,g,0,0,1.3,1.3,664
#NAME?,Protection,Fireprotection services,Other Capital Outlay  Local Fire Protection (G24),,0,g,0,0,1.8,1.8,665
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),"Fees for Bankruptcy Oversight, U.S. Trustees System",-0.267,b,,,,-0.267,666
#NAME?,Protection,Law courts,Federal litigative and judicial activities (752),Federal Prisoner Detention,1.418,b,,,,1.418,667
